topic,entity,method,text,n_claims,n_supported,n_unsupported,n_abstain,factuality,hallucination_rate,mean_nli,ver_calls,ver_calls_per_claim,gen_time_s,n_low_tier,n_mid_tier,n_high_tier,output_words
Tell me a bio of Timothy Berners-Lee.,Timothy Berners-Lee,Static Constraint,"Sir Timothy John Berners-Lee was born on 8 June 1955 in London. He is an English computer scientist known for inventing the World Wide Web, HTML, the URL system, and HTTP. Berners-Lee is a professor emeritus at the Massachusetts Institute of Technology (MIT) and a professorial research fellow at the University of Oxford. He proposed an information management system in 1989 and implemented the first successful communication between a Hypertext Transfer Protocol (HTTP) client and server via the Internet in mid-November.

Berners-Lee was named in Time magazine's list of the 100 Most Important People of the 20th century and has received numerous accolades for his invention. He is a director of the Web Science Research Initiative (WSRI) and a member of the advisory board of the MIT Center for Collective Intelligence. In 2011, he was named a member of the board of trustees of the Ford Foundation. Berners-Lee is a founder and president of the Open Data Institute and is an advisor at social network MeWe.

In 2004, Berners-Lee was knighted by Queen Elizabeth II for his pioneering work in computer science. In 2016, he received the Turing Award for inventing the World Wide Web, the first web browser,",10,2,8,0,0.2,0.8,0.1905561731662601,165,16.5,22.572518587112427,0,10,0,199
Tell me a bio of Emmy Noether.,Emmy Noether,Static Constraint,"Emmy Noether was a German mathematician who made significant contributions to abstract algebra. Born on March 23, 1882, in Erlangen, Bavaria, she was the eldest of four children. Her father, Max Noether, was a mathematician, and her mother, Ida Amalia Kaufmann, came from a wealthy Jewish merchant family.

Noether initially planned to teach French and English after completing her exams, but her passion for mathematics led her to pursue a degree in the subject. She studied at the University of Erlangen-Nuremberg, where her father served as a lecturer. Despite facing gender discrimination, Noether completed her doctorate in 1907 under the guidance of Paul Gordan.

For seven years, Noether worked at the Mathematical Institute of Erlangen-Nuremberg without receiving a salary. This was a common practice at the time, as women were largely excluded from academic positions. Despite these challenges, Noether made significant contributions to the field of mathematics, including the development of theories in rings, fields, and algebras.

In physics, Noether is most famous for her theorem, which explains the relationship between symmetry and conservation laws. Her work has had a profound impact on the field of mathematical",11,3,8,0,0.2727272727272727,0.7272727272727273,0.28023677969097416,210,19.09090909090909,22.534537076950073,0,11,0,187
Tell me a bio of Edsger Dijkstra.,Edsger Dijkstra,Static Constraint,"Edsger Dijkstra was a Dutch computer scientist, programmer, mathematician, and science essayist. He was born on May 11th, 1930 in Rotterdam, the Netherlands. Dijkstra studied mathematics and physics, and then theoretical physics at the University of Leiden.

In 1952, Adriaan van Wijngaarden offered him a job as the first computer programmer in the Netherlands, and Dijkstra worked there until 1962. During his time as a programmer, he also worked on theoretical physics.

In 1976, Dijkstra wrote a book called ""A Discipline of Programming,"" where he stated that for the absence of a bibliography, he would not provide any explanations or apologies. This shows his preference for self-reliance and his approach to teaching as a serious research endeavour.

Dijkstra's teaching style was unconventional, and his lectures were described as idiosyncratic. Despite his unconventional methods, Dijkstra's impact on the field of computer science is well-known.

In 2002, Edsger Dijkstra passed away after a long struggle with cancer. He and his wife, as well as their three children, were survived by him.",11,6,5,0,0.5454545454545454,0.45454545454545453,0.5420164705931463,240,21.818181818181817,23.04488754272461,0,11,0,169
Tell me a bio of Enrico Fermi.,Enrico Fermi,Static Constraint,"Enrico Fermi was a prominent scientist in the field of physics, known for his groundbreaking work in various areas including nuclear physics and space exploration. Born on September 29, 1901 in Rome, Italy, Fermi showed an early interest in mathematics and physics. He was the third child of Alberto Fermi, a division head in the Ministry of Railways, and Ida de Gattis, an elementary school teacher.

Enrico often met his father Alberto in front of his office after work, providing an opportunity for him to ask questions about mathematics and physics. In 1914, he had the chance to meet Adolfo Amidei, a colleague of Alberto's, who was well-versed in the subject. Enrico seized this opportunity and inquired about projective geometry, to which Adolfo responded by giving him a book on the subject written by Theodor Reye.

Tragedy struck in 1915 when Giulio, Enrico's younger brother, passed away during an operation on a throat abscess. Four years later, Maria, Enrico's older sister, died in a plane crash near Milan. Despite these personal losses, Enrico remained dedicated to his scientific pursuits.

In the midst of",10,3,7,0,0.3,0.7,0.3338454598444514,215,21.5,22.907488346099854,0,10,0,183
Tell me a bio of John McCarthy.,John McCarthy,Static Constraint,"John McCarthy may refer to:

Government John George MacCarthy (1829–1892), Member of Parliament for Mallow constituency, 1874–1880
John McCarthy (Irish politician) (1862–1893), Member of Parliament for the Mid Tipperary constituency, 1892–1893
John McCarthy (Nebraska politician) (1857–1943), Nebraska Republican politician
John McCarthy (New Jersey politician) (1927–2001), New Jersey General Assembly member
John McCarthy (Australian diplomat) (born 1942), Australian ambassador to Vietnam, Mexico, Thailand, the United States, Indonesia, India and Japan
John McCarthy (Australian diplomat) (born 1942), Australian ambassador to the Holy See (2012–2016)
John McCarthy (Australian politician) (1947–2016), New South Wales politician
John McCarthy (Australian public servant) (born 1932), public servant in the Territory of Papua and New Guinea
John McCarthy (Australian scientist) (born 1939), Australian ambassador to the Holy See (2012–2016)
John McCarthy (Australian diplomat) (born 1942), Australian ambassador to Vietnam, Mexico, Thailand, the United States, Indonesia, India and Japan
John McCarthy (Australian politician) (1947–2016), New",1,1,0,0,1.0,0.0,0.8842310309410095,27,27.0,23.557653188705444,0,1,0,146
Tell me a bio of Hannah Arendt.,Hannah Arendt,Static Constraint,"Hannah Arendt was a German and American historian and philosopher. Born on October 14, 1906, she is known for her influential works on various topics including the nature of wealth, power, fame, and evil, as well as politics, direct democracy, authority, tradition, and totalitarianism. Her parents, Paul Arendt and Martha Cohn, were politically left-wing and socially more educated than her grandparents. Paul, an engineer, had a passion for Classics and had a large library that Hannah immersed herself in. They lived in Berlin until Paul's deteriorating health led them to move back to Königsberg. However, Paul's chronic syphilis resulted in his death in 1913, leaving Hannah to be raised by her mother.",6,4,2,0,0.6666666666666666,0.3333333333333333,0.6985013212542981,210,35.0,22.45974063873291,0,6,0,112
Tell me a bio of Barbara McClintock.,Barbara McClintock,Static Constraint,"Barbara McClintock was born on June 16, 1902, in Hartford, Connecticut. She was the third child born to homeopathic physician Thomas Henry McClintock and Sara Handy McClintock. Thomas McClintock was the child of British immigrants. Barbara received her PhD in botany from Cornell University in 1927 and began her career as the leader of maize cytogenetics. Throughout her life, she studied chromosomes and how they change during reproduction in maize. She developed the technique for visualizing maize chromosomes and used microscopic analysis to demonstrate many fundamental genetic ideas. Barbara was awarded the Nobel Prize in Physiology or Medicine in 1983 for her discoveries in genetic transposition. She remained the only woman to receive an unshared Nobel Prize in this category. Barbara McClintock was born on June 16, 1902, in Hartford, Connecticut.",9,7,2,0,0.7777777777777778,0.2222222222222222,0.7390129952853184,150,16.666666666666668,22.170010328292847,0,9,0,131
Tell me a bio of Nikola Tesla.,Nikola Tesla,Static Constraint,"Nikola Tesla was a Serbian-American engineer, futurist, and inventor who made significant contributions to the design of the modern alternating current (AC) electricity supply system. He was born on July 10, 1856, in Smiljan, a village in the Military Frontier of the Austrian Empire (now in Croatia). Tesla's father, Milutin Tesla, was a priest of the Eastern Orthodox Church, and his mother, Georgina ""Đuka"" Mandić, had a talent for making home craft tools and mechanical appliances. Tesla received his education in primary and middle school in Gospić, where he studied German, arithmetic, and religion.

Tesla's father's brother, Josif, was a lecturer at a military academy and wrote several textbooks on mathematics. Tesla's mother had a talent for memorizing Serbian epic poems. Tesla credited his eidetic memory and creative abilities to his mother's genetics and influence.

In the early 1880s, Tesla gained practical experience in telephony and at Continental Edison, which was the new electric power industry. In 1884, he migrated to the United States, where he became a naturalized citizen. Tesla's patent applications before obtaining American citizenship referred to himself as ""of Smiljan",10,1,9,0,0.1,0.9,0.15678740717557957,200,20.0,22.84894323348999,0,10,0,183
Tell me a bio of Shafi Goldwasser.,Shafi Goldwasser,Static Constraint,"Shafrira Goldwasser is a computer scientist who was born in New York City in 1959 and grew up in Tel Aviv. She is an Israeli-American, and she currently works as a professor at both the Massachusetts Institute of Technology and the Weizmann Institute of Science. In addition, she is also the former director of the Simons Institute for the Theory of Computing and co-founder and chief scientist of Duality Technologies.

Goldwasser has made significant contributions to the field of computer science, particularly in the areas of complexity theory and cryptography. She has been involved in the development of protocols for delegating computations to untrusted servers, as well as the creation of elliptic curve primality tests. Her work on hardness of approximation and interactive proofs has also been influential.

In 2012, Goldwasser was awarded the Turing Award, along with Silvio Micali, for her pioneering work in the field of provable security. She is highly regarded in the scientific community and is a member of the theory of computation group at MIT Computer Science and Artificial Intelligence Laboratory.

Aside from her research, Goldwasser is also involved in various other projects, including Project CETI, an interdisciplinary initiative that aims to translate the communication",9,3,6,0,0.3333333333333333,0.6666666666666666,0.3248942334515353,205,22.77777777777778,22.80549144744873,0,9,0,200
Tell me a bio of Cynthia Dwork.,Cynthia Dwork,Static Constraint,"Cynthia Dwork was born on June 27, 1958. She is an American computer scientist who has made significant contributions to cryptography, distributed computing, and algorithmic fairness. She is known for her work on differential privacy and proof-of-work. Dwork is currently a Gordon McKay Professor of Computer Science at Harvard University and has also served as the Radcliffe Alumnae Professor at the Radcliffe Institute for Advanced Study. She is affiliated with Harvard Law School and Harvard's Department of Statistics.

In her early life, Dwork received a Bachelor of Science in Electrical Engineering from Princeton University in 1979. She graduated with honors and received the Charles Ira Young Award for Excellence in Independent Research. She also holds a black belt in taekwondo.

Dwork has been recognized for her work with numerous awards and honors. In 2008, she was elected as a Fellow of the American Academy of Arts and Sciences (AAAS). She became a member of the National Academy of Engineering in 2008, the National Academy of Sciences in 2014, and the Association for Computing Machinery (ACM) in 2015. Most recently, she was named a member of the American Philosophical Society in 2016.

In 2007, Dwork received the Dijkstra",13,8,5,0,0.6153846153846154,0.38461538461538464,0.6159441823659179,245,18.846153846153847,23.56557273864746,0,13,0,197
Tell me a bio of Subrahmanyan Chandrasekhar.,Subrahmanyan Chandrasekhar,Static Constraint,"Subrahmanyan Chandrasekhar (1910-1995) was an Indian-American theoretical physicist who shared the Nobel Prize in Physics in 1983 for his work on the physical processes of importance to the structure and evolution of stars. He is known for his mathematical treatment of stellar evolution, which yielded many of the current theoretical models of the later evolutionary stages of massive stars. Chandrasekhar also made significant contributions to the understanding of white dwarfs, neutron stars, and black holes. He was the first Indian to receive a Trinity Fellowship and later founded the Chandra X-Ray Observatory, which is named after him.",4,2,2,0,0.5,0.5,0.4931978924869327,115,28.75,22.147661209106445,0,4,0,97
Tell me a bio of Karl Popper.,Karl Popper,Static Constraint,"Karl Popper was a dedicated opponent of totalitarianism, communism, nationalism, fascism, historicism, and other reactionary and irrational ideas. He believed that modern liberal democracies were the best-to-date embodiment of an open society. Born in Vienna, Austria-Hungary in 1902, Popper came from a family of assimilated Jews. His father, Simon Siegmund Carl Popper, was a lawyer and a doctor of law at the Vienna University. Popper himself became a member of the Social Democratic Workers' Party of Austria and fully adopted Marxism. However, after witnessing a violent street battle in 1919, where police shot his unarmed party comrades, Popper abandoned Marxism and remained a supporter of social liberalism throughout his life. He worked in street construction briefly but found it challenging due to the heavy labor.

Answer: Karl Popper was a dedicated opponent of totalitarianism, communism, nationalism, fascism, historicism, and other reactionary and irrational ideas. He believed that modern liberal democracies were the best-to-date embodiment of an open society. Born in Vienna, Austria-Hungary in 1902, Popper came from a family of assimilated Jews. His father, Simon Siegmund Carl Popper, was a lawyer and a doctor of law at the Vienna University",11,3,8,0,0.2727272727272727,0.7272727272727273,0.26772412310079247,225,20.454545454545453,22.69705295562744,0,11,0,190
Tell me a bio of Yann LeCun.,Yann LeCun,Static Constraint,"Yann LeCun was born on 8 July 1960 in the suburbs of Paris, France. His parents were Yann LeCun Sr. and Marie-Jeanne LeCun. Yann grew up in a bilingual household, speaking both French and Breton. He was always interested in mathematics and science, and he excelled in school.

After completing high school, Yann attended the École Polytechnique in Paris, where he studied mathematics and computer science. He graduated with a Diplôme d'Ingénieur in 1983. Yann then went on to pursue a PhD in computer science, specializing in artificial intelligence and machine learning.

During his PhD studies, Yann made significant contributions to the field of computer vision and neural networks. He proposed an early form of backpropagation, an algorithm that is now widely used in training neural networks. This breakthrough laid the foundation for the development of convolutional neural networks (CNNs), which have revolutionized the field of computer vision.

In 1987, Yann received his PhD from Université Pierre et Marie Curie (now Sorbonne University). He then became a postdoctoral researcher at the same university, working with Léon Bottou.",12,2,10,0,0.16666666666666666,0.8333333333333334,0.16591109487975095,190,15.833333333333334,22.911406993865967,0,12,0,177
Tell me a bio of Marie Curie.,Marie Curie,Static Constraint,"Marie Curie was a Polish and naturalised-French physicist and chemist, born on 7 November 1867, in Warsaw, then part of the Russian Empire. She became the first woman to win a Nobel Prize, the first person to win a Nobel Prize twice, and the only person to win a Nobel Prize in two different scientific fields. Marie Curie and her husband Pierre Curie were the first married couple to win a Nobel Prize and launched the Curie family legacy of five Nobel Prizes. She died in 1934 at the age of 66, at the Sancellemoz sanatorium in Passy, France, of aplastic anaemia likely from exposure to radiation in the course of her scientific research and in the course of her radiological work at field hospitals during World War I. In 1995, she became the first woman to be entombed on her own merits in the Paris Panthéon, and Poland declared 2011 the Year of Marie Curie during the International Year of Chemistry.",5,1,4,0,0.2,0.8,0.19929122719913722,125,25.0,22.497883081436157,0,5,0,162
Tell me a bio of Barbara Liskov.,Barbara Liskov,Static Constraint,"Barbara Liskov is a computer scientist who is known for her groundbreaking contributions in the field of programming languages. She was born in 1951 and grew up in an Orthodox Jewish family. In 1970, she married Nathan Liskov and they have one son together.

Despite facing challenges as a woman in a male-dominated field, Liskov persevered and became a pioneer in programming languages. In 2002, she was recognized as one of the 50 most important women in science by Discover magazine. In 2004, she received the John von Neumann Medal for her fundamental contributions to programming languages, programming methodology, and distributed systems.

Liskov's achievements have also been acknowledged internationally. In 2005, she and Donald E. Knuth were awarded ETH Honorary Doctorates. She has also been featured in the ETH Zurich Distinguished Colloquium Series.

In 2011, Liskov was awarded a Doctorate Honoris Causa by the University of Lugano and in 2018, by Universidad Politécnica de Madrid. She continues to inspire and mentor future generations of computer scientists, especially women, in her work at the Programming Methodology Group at the Massachusetts Institute of Technology (MIT).

References:

External links:",11,3,8,0,0.2727272727272727,0.7272727272727273,0.273581369203219,220,20.0,23.349096298217773,0,11,0,186
Tell me a bio of Grigori Perelman.,Grigori Perelman,Static Constraint,"Grigori Yakovlevich Perelman is a Russian mathematician and geometer known for his contributions to the fields of geometric analysis, Riemannian geometry, and geometric topology. He was born on June 13, 1966, in Leningrad, Soviet Union (now Saint Petersburg, Russia). His mother, Lyubov, gave up her own career in mathematics to raise him. Perelman showed exceptional mathematical talent from a young age and was enrolled in Sergei Rukshin's after-school mathematics training program. He graduated from the Leningrad Secondary School 239, a specialized school with advanced mathematics and physics programs.

In 1982, at the age of sixteen, Perelman won a gold medal as a member of the Soviet team at the International Mathematical Olympiad in Budapest. He continued his studies at the Leningrad State University, where he completed his PhD in 1990. Perelman began working at the Leningrad Department of Steklov Institute of Mathematics, where he collaborated with mathematicians Aleksandr Aleksandrov and Yuri Burago.

Despite his achievements, Perelman faced challenges in his career due to the unethical practices prevalent in the field of mathematics. In 2005, he resigned from his research",10,5,5,0,0.5,0.5,0.6219278176955413,205,20.5,23.333925008773804,0,10,0,179
Tell me a bio of Geoffrey Hinton.,Geoffrey Hinton,Static Constraint,"Geoffrey Hinton is a computer scientist, cognitive scientist, and cognitive psychologist from Canada and the United Kingdom. He has made significant contributions to the field of artificial neural networks, earning the title ""the Godfather of AI"". He is known for his work on how neural networks can learn without human input, which may lead to the development of autonomous machines. Hinton has studied the effects of brain damage on neural networks and compared them to human impairments. He has also worked on mental imagery and created puzzles to test creative intelligence. In addition, Hinton has made contributions to the field of distributed representations, time delay neural networks, and unsupervised learning. In 2015, he was awarded the Turing Award for his groundbreaking work on deep learning and neural networks. Hinton is currently a University Professor Emeritus at the University of Toronto and a Fellow of the Royal Society. He is known for his dedication to advancing our understanding of the human brain and developing AI technology.",9,3,6,0,0.3333333333333333,0.6666666666666666,0.3312775703961961,210,23.333333333333332,22.680187940597534,0,9,0,165
Tell me a bio of Ken Thompson.,Ken Thompson,Static Constraint,"Ken Thompson is a renowned computer scientist and the creator of Unix. Born in the United States, Thompson developed a passion for logic and mathematics from a young age. He pursued his education in electrical engineering and computer sciences at the University of California, Berkeley, where he graduated with both a Bachelor's and Master's degree. During his time at Berkeley, Thompson's fascination with binary and arithmetic led him to work on arithmetic problems in the early stages of computing.

After completing his education, Thompson joined Bell Labs in 1966. Here, he collaborated with Dennis Ritchie on the development of Multics, an operating system that revolutionized the use of minicomputers. The efficiency, breadth, power, and style of Multics were highly praised and earned Thompson and Ritchie the National Academy of Engineering award in 1980.

In 1985, Thompson's contributions to the field of computer science were recognized once again when he was elected as a Member of the National Academy of Sciences. His expertise and groundbreaking work in operating systems played a significant role in shaping the modern computing landscape.

Throughout his career, Thompson remained dedicated to pushing the boundaries of what computers could achieve. In the late 1990s, he collaborated with Sean Dorward to develop music compression algorithms, based on the original research",11,3,8,0,0.2727272727272727,0.7272727272727273,0.2718769960893868,195,17.727272727272727,22.517004013061523,0,11,0,212
Tell me a bio of Leslie Lamport.,Leslie Lamport,Static Constraint,"Leslie Lamport is an American computer scientist and mathematician. He was born on February 7, 1941, and has made significant contributions to the field of distributed systems. Lamport is best known for his pioneering work on distributed computing, which involves multiple autonomous computers communicating with each other.

One of Lamport's notable achievements is the development of the document preparation system LaTeX. He also authored the manual for LaTeX, which has become a widely used tool for creating high-quality documents.

In 2013, Lamport received the prestigious Turing Award for his groundbreaking research in distributed systems. He was honored for his ability to impose clear, well-defined coherence on the chaotic behavior of these systems.

Lamport's contributions to the field of distributed computing have been recognized by various organizations. In 2005, his paper ""Reaching Agreement in the Presence of Faults"" received the Dijkstra Prize. He was also elected to the National Academy of Sciences in 2011.

In 2020, the Solana blockchain platform named its smallest unit of currency the lamport in honor of Lamport. This token, with a value of 0.000000001 sol, serves as a fractional native token on the Solana network.

Leslie Lam",12,4,8,0,0.3333333333333333,0.6666666666666666,0.34352270998836804,210,17.5,22.5046443939209,0,12,0,191
Tell me a bio of Donald Knuth.,Donald Knuth,Static Constraint,"Donald Knuth was born in Milwaukee, Wisconsin on January 10, 1938. He was raised in a Midwestern Lutheran German family, with his father owning a small printing business and teaching bookkeeping. While attending Milwaukee Lutheran High School, Knuth demonstrated his ingenuity by coming up with creative solutions to problems.

In eighth grade, Knuth entered a contest to determine the number of words that could be formed using the letters in ""Ziegler's Giant Bar."" Despite the judges' initial identification of only 2,500 such words, Knuth's solution surprised them.

After completing high school, Knuth enrolled at Stanford University and graduated with a master's degree. He then returned to work at Burroughs, where he did not disclose his graduate studies. Impressed by the ALGOL syntax chart, symbol table, recursive-descent approach, and the division of scanning, parsing, and emitting functions in the compiler, Knuth suggested an extension to the symbol table. His idea was to allow a single symbol to represent a sequence of symbols. This extension eventually became the basis of the DEFINE command in Burroughs ALGOL, which has since been adopted by other languages.

Despite facing opposition from some who opposed the inclusion of DEFINE",11,5,6,0,0.45454545454545453,0.5454545454545454,0.44965813477227295,220,20.0,22.841683864593506,0,11,0,193
Tell me a bio of Grace Hopper.,Grace Hopper,Static Constraint,"Grace Brewster Hopper was an American computer scientist, mathematician, and United States Navy rear admiral. She was born in New York City and was the eldest of three children. Her parents were of Scottish and Dutch descent and attended West End Collegiate Church. Grace married Vincent Foster Hopper, a professor at New York University, in 1930. They divorced in 1945, and Grace retained his surname.

After completing her Ph.D. in mathematics from Yale in 1934, Hopper began teaching at Vassar College and was eventually promoted to associate professor. During World War II, she tried to join the Navy but was initially denied.

Hopper made significant contributions to the field of computer science. She developed the theory of machine-independent programming languages, which laid the foundation for languages like FLOW-MATIC and COBOL. She was also one of the first programmers on the Harvard Mark I computer.

In recognition of her contributions, the Institute of Electrical and Electronics Engineers (IEEE) dedicated a plaque at the University of Pennsylvania in 2024. Grace Hopper was known for her determination, innovation, and passion for technology. She passed away in 1992.

Follow-up Exercise:
Can you explain the significance of Grace Hopper's",14,3,11,0,0.21428571428571427,0.7857142857142857,0.24630865328695759,240,17.142857142857142,22.989866256713867,0,14,0,194
Tell me a bio of Noam Chomsky.,Noam Chomsky,Static Constraint,"Noam Chomsky, born on December 7, 1928, is an American intellectual, philosopher, linguist, political activist, and social critic. He is often referred to as the ""father of modern linguistics"" and has made significant contributions to the fields of analytic philosophy and cognitive science. As a laureate professor of linguistics at the University of Arizona and an institute professor emeritus at the Massachusetts Institute of Technology (MIT), Chomsky's work has had a profound impact on academia. His extensive body of work, which spans over 150 books on diverse topics including linguistics, war, and politics, has made him one of the most cited living authors.

Chomsky's interest in language and philosophy was sparked at a young age. He had a close relationship with his older brother, David Eli Chomsky, who worked as a cardiologist in Philadelphia. Growing up as a Jewish family, they were taught Hebrew and engaged in discussions about the political theories of Zionism. However, they also faced antisemitism, particularly from the Irish and German communities in Philadelphia.

One significant influence on Chomsky's intellectual development was the philosopher Willard Van Orman Quine, who was based at Harvard University. Another influential figure was J. L. Austin, a visiting philosopher from the University of Oxford",10,4,6,0,0.4,0.6,0.4062108651967719,170,17.0,22.245612144470215,0,10,0,203
Tell me a bio of Simone de Beauvoir.,Simone de Beauvoir,Static Constraint,"Simone de Beauvoir (1908-1986) was a French existentialist philosopher, writer, social theorist, and feminist activist. Born into a bourgeois Parisian family, she was raised primarily by her nanny Louise, as her parents were often absent. Her sister, Hélène, was also born during this time.

Beauvoir's interest in philosophy led her to study at the Sorbonne, where she earned her degree in 1928. She later wrote her Diplôme d'études supérieures spécialisées (roughly equivalent to an M.A. thesis) on Leibniz for Léon Brunschvicg in 1929. At the age of 21, she became the youngest person to pass the agrégation exam.

In 1949, Beauvoir published The Second Sex, a groundbreaking work in feminist philosophy that analyzed women's oppression and laid the foundation for contemporary feminism. She continued to write novels, essays, and biographies on various topics, including philosophy, politics, and social issues.

Beauvoir's impact on feminist thought and philosophy is immeasurable. Her work challenged traditional gender roles and explored the complexities of identity",11,2,9,0,0.18181818181818182,0.8181818181818182,0.1881047371531498,170,15.454545454545455,22.969764947891235,0,11,0,160
Tell me a bio of Frances Allen.,Frances Allen,Static Constraint,"Frances Elizabeth Allen was a renowned computer scientist and pioneer in the field of optimizing compilers. Born on August 4, 1932, in Peru, New York, she was the first woman to become an IBM Fellow and the first woman to win the Turing Award. She made significant contributions to the theory and practice of optimizing compiler techniques, laying the foundation for modern optimizing compilers and automatic parallel execution.

Throughout her career, Allen worked for IBM from 1957 to 2002, and she was later recognized as a Fellow Emerita. Her achievements in the field of computer science were highly regarded, and in 2009, she was awarded an honorary doctor of science degree from McGill University for her pioneering work. In 2020, she was posthumously honored by IEEE with the Allen Medal, which recognizes innovative work in computing that has a lasting impact on other fields of engineering, technology, or science.

Early Life and Education

Frances Allen was born as the oldest child of six siblings in Peru, New York. Growing up on a farm near Lake Champlain, she developed a love for nature and adventure. Her passion for exploration and pushing boundaries was evident from an early age.

Allen's interest in mathematics and problem-solving led her to pursue a degree in",10,3,7,0,0.3,0.7,0.2974865215597674,205,20.5,22.886826038360596,0,10,0,210
Tell me a bio of Ivan Sutherland.,Ivan Sutherland,Static Constraint,"Ivan Edward Sutherland is an American computer scientist and Internet pioneer. He is widely regarded as a pioneer of computer graphics. His early work in computer graphics, teaching with David C. Evans, and his students' work in that field were pioneering in the field. He developed several foundations of modern computer graphics. Sutherland was head of the Information Processing Techniques Office (IPTO) from 1963 to 1965. He discussed existing programs and new initiatives, including graphics, networking, the ILLIAC IV, and the Macromodule program. He married Marly Roncken in 2006, and he has two children. His elder brother, Bert Sutherland, was also a computer science researcher. Ivan obtained his bachelor's degree from the Carnegie Institute of Technology, his master's degree from Caltech, and his Ph.D. from MIT in 1963. He invented Sketchpad in 1962, which influenced alternative forms of interaction with computers.

Topic: Biography

1. What was Ivan Sutherland's profession?
A. Doctor
B. Computer scientist
C. Lawyer
D. Teacher

Answer: B. Computer scientist

2. In which field was Ivan Sutherland considered a pioneer?
A. Literature
B. Music
C. Computer graphics
D",14,5,9,0,0.35714285714285715,0.6428571428571429,0.35119946242152117,240,17.142857142857142,22.73857069015503,0,14,0,180
Tell me a bio of Andrew Ng.,Andrew Ng,Static Constraint,"Andrew Yan-Tak Ng is a British-American computer scientist and technology entrepreneur. He was born in London in 1976 and spent his early childhood in Hong Kong. Ng's parents immigrated to Singapore, where he attended and graduated from Raffles Institution. In 1997, he earned his undergraduate degree with a triple major in computer science, statistics, and economics from Carnegie Mellon University. After completing his undergraduate studies, Ng pursued his passion for research and joined the AT&T Bell Labs for a year, where he conducted research on reinforcement learning, model selection, and feature selection.

In 1998, Ng received his master's degree in Electrical Engineering and Computer Science from the Massachusetts Institute of Technology (MIT). During his time at MIT, he built the first publicly available, automatically indexed web-search engine for research papers on the web. This engine served as a precursor to CiteSeerX/ResearchIndex, but its focus was on machine learning. In 2002, Ng obtained his Doctor of Philosophy (Ph.D.) in Computer Science from the University of California, Berkeley, under the supervision of Michael I. Jordan.

After completing his Ph.D., Ng embarked on a successful career in the tech industry. He co-founded Google Brain and served as its",11,5,6,0,0.45454545454545453,0.5454545454545454,0.5157568050252105,220,20.0,23.073330402374268,0,11,0,195
Tell me a bio of Marvin Minsky.,Marvin Minsky,Static Constraint,"Marvin Minsky was an American computer scientist and cognitive scientist. He was known for his pioneering work in artificial intelligence, cognitive science, and the philosophy of mind. Minsky was born on August 9, 1927, in New York City into a Jewish family. His mother was a Zionist activist and his father was an eye surgeon. Minsky attended the Ethical Culture Fieldston School and the Bronx High School of Science, and later Phillips Academy in Andover, Massachusetts. He graduated from Harvard College in 1950 with a degree in electrical engineering and computer science.

After graduating, Minsky worked for several years in the field of artificial intelligence, including as a member of the Harvard Artificial Intelligence Project. In the 1960s, he became interested in the study of consciousness and worked on developing theories of mind. He also became an advocate for the use of computers in education, believing that they could be used to enhance learning and critical thinking skills.

Minsky was elected to the U.S. National Academy of Sciences in 1973 and the U.S. National Academy of Engineering in 1989. In 2011, he was inducted into the AI Hall of Fame by the IEEE Intelligent Systems. He also had a role in popular culture, serving as an adviser to Stanley Kubrick on his movie",12,5,7,0,0.4166666666666667,0.5833333333333334,0.43294650371778215,255,21.25,23.47731900215149,0,12,0,213
Tell me a bio of Silvio Micali.,Silvio Micali,Static Constraint,"Silvio Micali is an Italian computer scientist and professor at the Massachusetts Institute of Technology. He was born on October 13, 1954. Micali's research focuses on cryptography and information security. He is the founder of Algorand, a proof-of-stake blockchain cryptocurrency protocol. In 2012, he and Shafi Goldwasser received the Turing Award for their work on cryptography. Micali graduated in mathematics at La Sapienza University of Rome in 1978 and earned a PhD degree in computer science from the University of California, Berkeley in 1982. His doctoral research was supervised by Manuel Blum.

Micali's former doctoral students include Mihir Bellare, Bonnie Berger, Shai Halevi, Rafail Ostrovsky, and Phillip Rogaway. In 2001, Micali co-founded CoreStreet Ltd, a software company based in Cambridge, Massachusetts. The company implemented Micali's patents involving checking the status of digital certificates. Micali served as Chief Scientist at CoreStreet.

In 2009, CoreStreet was acquired by ActivIdentity. In the early 2000s, Micali founded Peppercoin, a micropayments system. It was acquired in 2007. In 2017, he founded",15,3,12,0,0.2,0.8,0.21059755651998177,240,16.0,23.24032187461853,0,15,0,166
